US GDP,Date,Inflation,Unemployment
^GSPC,,^TNX,^DJI
2058.199951171875,2015-01-02 00:00:00+00:00,2.122999906539917,17832.990234375
2020.5799560546875,2015-01-05 00:00:00+00:00,2.0390000343322754,17501.650390625
2002.6099853515625,2015-01-06 00:00:00+00:00,1.9630000591278076,17371.640625
2025.9000244140625,2015-01-07 00:00:00+00:00,1.9539999961853027,17584.51953125
2062.139892578125,2015-01-08 00:00:00+00:00,2.0160000324249268,17907.869140625
2044.81005859375,2015-01-09 00:00:00+00:00,1.9709999561309814,17737.369140625
2028.260009765625,2015-01-12 00:00:00+00:00,1.9119999408721924,17640.83984375
2023.030029296875,2015-01-13 00:00:00+00:00,1.8899999856948853,17613.6796875
2011.27001953125,2015-01-14 00:00:00+00:00,1.8370000123977661,17427.08984375
1992.6700439453125,2015-01-15 00:00:00+00:00,1.774999976158142,17320.7109375
2019.4200439453125,2015-01-16 00:00:00+00:00,1.815000057220459,17511.5703125
2022.550048828125,2015-01-20 00:00:00+00:00,1.8070000410079956,17515.23046875
2032.1199951171875,2015-01-21 00:00:00+00:00,1.8530000448226929,17554.279296875
2063.14990234375,2015-01-22 00:00:00+00:00,1.8960000276565552,17813.98046875
2051.820068359375,2015-01-23 00:00:00+00:00,1.8170000314712524,17672.599609375
2057.090087890625,2015-01-26 00:00:00+00:00,1.8279999494552612,17678.69921875
2029.550048828125,2015-01-27 00:00:00+00:00,1.8250000476837158,17387.2109375
2002.1600341796875,2015-01-28 00:00:00+00:00,1.7239999771118164,17191.369140625
2021.25,2015-01-29 00:00:00+00:00,1.7510000467300415,17416.849609375
1994.989990234375,2015-01-30 00:00:00+00:00,1.6749999523162842,17164.94921875
2020.8499755859375,2015-02-02 00:00:00+00:00,1.6729999780654907,17361.0390625
2050.030029296875,2015-02-03 00:00:00+00:00,1.7799999713897705,17666.400390625
2041.510009765625,2015-02-04 00:00:00+00:00,1.7970000505447388,17673.01953125
2062.52001953125,2015-02-05 00:00:00+00:00,1.815000057220459,17884.880859375
2055.469970703125,2015-02-06 00:00:00+00:00,1.937999963760376,17824.2890625
2046.739990234375,2015-02-09 00:00:00+00:00,1.9479999542236328,17729.2109375
